TermID, Term, Freq
473, Use, 60
474, computational, 3
475, Cornell, 5
476, into, 44
477, ACM, 3
478, IDF, 1
479, The, 60
480, utility, 2
481, 1983, 14
482, HelpAbout, 60
483, there, 38
484, question, 17
485, 1989, 14
486, much, 36
487, Cookie, 60
488, editor, 9
489, rck, 1
490, was, 60
491, contentCurrent, 60
492, 795324931, 1
493, hCardsWikipedia, 1
494, Science, 17
495, registered, 60
496, J, 34
497, but, 48
498, with, 58
499, he, 43
500, VIAF, 23
501, Industrial, 10
502, Interpretation, 5
503, Application, 2
504, informationWikidata, 60
505, Society, 20
506, books, 22
507, called, 45
508, Special, 11
509, 150, 20
510, Publishing, 23
511, Space, 5
512, Introduction, 11
513, deathsAmerican, 1
514, Fellows, 1
515, as, 60
516, exist, 14
517, at, 60
518, Memory, 8
519, Mathematics, 4
520, NDL, 16
521, Catal, 22
522, Read, 60
523, Never, 3
524, when, 52
525, field, 19
526, interested, 11
527, 5, 55
528, papers, 4
529, TF, 1
530, mathematics, 4
531, nr, 2
532, More, 60
533, Gerry, 1
534, IATH, 6
535, 5164, 1
536, facultyFellows, 1
537, students, 12
538, Fields, 5
539, Later, 16
540, Dubin's, 1
541, calls, 6
542, An, 33
543, 2004, 19
544, time, 48
545, VSM, 1
546, Material, 2
547, Fit, 1
548, Self, 4
549, Tango, 1
550, Moon, 2
551, Kordestani, 1
552, Dialogflow, 1
553, OpenSocial, 1
554, Personalized, 1
555, fellows, 1
556, Voice, 2
557, Business, 6
558, Porat, 1
559, emigrants, 2
560, Image, 8
561, reCAPTCHA, 1
562, languages, 14
563, GOOG, 1
564, Sheets, 1
565, China, 13
566, Software, 3
567, homepage, 2
568, Day, 17
569, me, 11
570, emerged, 11
571, Sky, 1
572, Wojcicki, 1
573, Insights, 2
574, decide, 7
575, Fowler, 3
576, Desktop, 1
577, continued, 30
578, car, 7
579, Don't, 2
580, did, 38
581, Cloud, 1
582, Retire, 1
583, Competition, 2
584, leave, 12
585, Weighting, 1
586, Reuters, 3
587, Darrell, 1
588, team, 10
589, Go, 2
590, GData, 1
591, Paul, 26
592, Primer, 2
593, Panda, 1
594, Kevin, 4
595, Tables, 1
596, Current, 4
597, cfm, 1
598, Rachel, 1
599, be, 51
600, Fast, 2
601, Pichai, 1
602, Red, 14
603, Head, 7
604, Schmidt, 3
605, Swiffy, 1
606, Orkut, 1
607, transpire, 1
608, GmailFS, 1
609, Gayglers, 1
610, Alan, 13
611, Rajen, 1
612, DoubleClick, 1
613, Pradesh, 1
614, singhal, 1
615, PowerMeter, 1
616, Made, 5
617, Susan, 9
618, Doerr, 1
619, Shortener, 1
620, Flip, 1
621, descentLiving, 1
622, reported, 8
623, operating, 10
624, Machinery, 2
625, English, 38
626, Picasa, 1
627, My, 8
628, Saul, 5
629, lzle, 1
630, Dean, 1
631, biographies, 4
632, Communication, 3
633, studied, 11
634, Guice, 1
635, leaving, 16
636, Travis, 1
637, Highly, 1
638, MS, 3
639, Home, 5
640, SearchWiki, 1
641, criticism, 7
642, named, 31
643, love, 7
644, OnHub, 1
645, Studying, 1
646, Top, 6
647, Member, 7
648, Behind, 4
649, Health, 10
650, Tilghman, 1
651, Hangouts, 1
652, Authenticator, 1
653, Crouch, 2
654, would, 42
655, Glass, 4
656, Express, 2
657, Wayback, 9
658, Lens, 2
659, Newsstand, 1
660, Firebase, 1
661, Awards, 6
662, Fi, 2
663, Pack, 1
664, today, 22
665, ProQuest, 1
666, October, 39
667, Hansell, 1
668, Career, 3
669, company, 16
670, OS, 1
671, occurred, 14
672, Factory, 2
673, Claire, 5
674, Time, 15
675, Notebook, 1
676, Revisited, 4
677, Browser, 1
678, 1991, 16
679, 1990, 18
680, Marketplace, 2
681, Now, 9
682, join, 13
683, 1997, 20
684, 1996, 19
685, Frame, 1
686, People, 17
687, Toolkit, 1
688, v, 47
689, Penguin, 13
690, my, 12
691, App, 1
692, Transliteration, 1
693, IBN, 1
694, GV, 1
695, Chrome, 1
696, Screen, 3
697, peopleFellows, 1
698, Virtual, 8
699, Gboard, 1
700, weighting, 2
701, Details, 2
702, Thompson, 3
703, biography, 5
704, Prize, 7
705, IIT, 1
706, Vevo, 1
707, Al, 2
708, alumniCornell, 1
709, id, 7
710, Docs, 1
711, Fusion, 1
712, Blogger, 1
713, answer, 3
714, Code, 7
715, Don, 9
716, srt, 1
717, after, 49
718, Will, 14
719, Duluth, 1
720, asked, 17
721, studies, 8
722, Urs, 2
723, president, 12
724, Jam, 1
725, concerns, 11
726, Exclusive, 2
727, alumniPeople, 1
728, documentary, 7
729, 1813, 12
730, departure, 4
731, Vint, 1
732, Weather, 2
733, algorithms, 3
734, Developer, 1
735, Alphabet, 1
736, move, 18
737, Minnesota, 3
738, PageRank, 1
739, thesis, 8
740, Translate, 1
741, Pixel, 1
742, Body, 3
743, machine, 3
744, 26, 41
745, 27, 45
746, 20, 44
747, 22, 46
748, 23, 40
749, Rules, 2
750, Chromebit, 1
751, forms, 17
752, disclosed, 1
753, World, 38
754, 2016, 32
755, 2011, 32
756, 2010, 30
757, Gore, 1
758, then, 44
759, Mediabot, 1
760, Otellini, 1
761, URL, 1
762, Challenge, 2
763, L, 42
764, interview, 4
765, Mulally, 1
766, Extensions, 1
767, Battelle, 1
768, Srpskohrvatski, 1
769, Summer, 8
770, Mobility, 1
771, Ram, 1
772, India, 14
773, Quotes, 1
774, Grants, 1
775, each, 32
776, found, 30
777, Sawzall, 1
778, FeedBurner, 1
779, Ray, 6
780, Classroom, 1
781, Googlization, 1
782, fired, 4
783, Zone, 5
784, Contest, 2
785, peopleUse, 1
786, related, 43
787, Platform, 2
788, Related, 16
789, year, 42
790, sexual, 6
791, Engine, 3
792, living, 16
793, driving, 7
794, Platforms, 1
795, CEO, 1
796, since, 36
797, semi, 12
798, Institute, 14
799, Ngram, 1
800, Wired, 3
801, 7, 48
802, got, 6
803, protected, 16
804, receiving, 7
805, announced, 13
806, disclose, 1
807, foundation, 16
808, 06, 16
809, turning, 9
810, Recode, 1
811, written, 16
812, timeline, 11
813, Work, 8
814, According, 22
815, EngineeringAT, 1
816, reason, 16
817, Wear, 1
818, culture, 22
819, Dodgeball, 1
820, Criticism, 6
821, Q, 5
822, Videos, 1
823, Movies, 4
824, September, 48
825, National, 31
826, Sync, 1
827, businessmen, 2
828, Guardian, 7
829, Bookmarks, 1
830, Guava, 1
831, Eric, 10
832, Street, 6
833, Duo, 1
834, Mashup, 1
835, one, 45
836, Maps, 3
837, Indian, 10
838, Speech, 4
839, Bharat, 1
840, quality, 11
841, Jamboard, 1
842, engineer, 4
843, Website, 7
844, city, 39
845, Quartz, 1
846, Dictionary, 17
847, APIs, 1
848, Academy, 8
849, top, 14
850, Thinking, 4
851, master, 13
852, Kythe, 1
853, Data, 4
854, Abroad, 1
855, friend, 7
856, Cerf, 1
857, Uber, 1
858, Fortune, 3
859, Scholar, 1
860, Apps, 1
861, Alumni, 2
862, took, 40
863, part, 46
864, Gears, 1
865, Discontinued, 2
866, History, 48
867, 12, 47
868, 15, 44
869, 16, 42
870, 19, 42
871, Analytics, 1
872, AdMob, 1
873, future, 17
874, were, 57
875, Click, 1
876, Biography, 15
877, Engineer, 1
878, rewrite, 1
879, ran, 13
880, Pay, 2
881, Sites, 4
882, Businessweek's, 1
883, PhD, 1
884, Swisher, 1
885, SafeSearch, 1
886, iGoogle, 1
887, Call, 2
888, have, 43
889, Lively, 1
890, IME, 1
891, Checkout, 1
892, Android, 2
893, Converter, 1
894, Development, 12
895, Pinyin, 1
896, veteran, 4
897, responsible, 20
898, Photos, 2
899, internal, 16
900, Operating, 2
901, Participation, 1
902, January, 41
903, Albums, 1
904, Flutter, 1
905, Toolbar, 1
906, formulas, 3
907, hires, 1
908, exec, 1
909, user's, 1
910, eggs, 2
911, M, 41
912, Webarchive, 5
913, Games, 3
914, Advertising, 2
915, Shopping, 1
916, acknowledgements, 1
917, Amit_Singhal, 1
918, Patents, 1
919, Google, 6
920, Googlebot, 1
921, Viewer, 1
922, GFS, 1
923, Client, 2
924, tech, 3
925, AdWords, 1
926, Earth, 5
927, senior, 11
928, Native, 4
929, came, 29
930, Web, 6
931, Matt, 3
932, Hal, 2
933, Expert, 1
934, allegations, 2
935, Sheth, 1
936, ever, 14
937, Usenet, 1
938, birthsHidden, 1
939, Suite, 2
940, Public, 14
941, Publishers, 8
942, Shriram, 1
943, Urchin, 1
944, writes, 6
945, state, 40
946, Labs, 1
947, Base, 3
948, York, 30
949, dysfunctional, 1
950, employee, 2
951, dispute, 13
952, ranking, 5
953, Account, 4
954, template, 38
955, employeesAmerican, 1
956, H, 35
957, Wifi, 1
958, Fuchsia, 1
959, Keep, 1
960, Magazine, 9
961, Products, 1
962, Omid, 1
963, him, 36
964, Features, 1
965, Connect, 1
966, estate, 4
967, inducted, 1
968, covering, 12
969, fields, 12
970, Outstanding, 1
971, WiFi, 2
972, Experiments, 1
973, Cast, 2
974, 411, 6
975, allegation, 2
976, Sidewiki, 1
977, birthsIndian, 1
978, where, 44
979, mergers, 1
980, Gmail, 1
981, Partners, 1
982, linksWikipedia, 9
983, Script, 1
984, fellow_citation, 1
985, Unity, 13
986, Sundar, 1
987, Founders, 1
988, John, 35
989, best, 23
990, OpenRefine, 1
991, 01, 15
992, Optimizer, 1
993, expert, 2
994, Auto, 2
995, Drummond, 2
996, Amitabh, 1
997, behind, 21
998, Books, 23
999, Mather, 1
1000, Kalanick, 1
1001, July, 45
1002, Panoramio, 1
1003, Drawings, 1
1004, Monopoly, 1
1005, attention, 18
1006, Programming, 3
1007, job, 4
1008, retirement, 3
1009, awards, 5
1010, acquisitions, 6
1011, interface, 2
1012, article, 51
1013, Japanese, 9
1014, c, 37
1015, Prior, 5
1016, Latitude, 1
1017, against, 38
1018, hCards, 1
1019, Design, 3
1020, Logo, 1
1021, Jhansi, 1
1022, Searchology, 1
1023, point, 24
1024, YouTube, 3
1025, smartest, 1
1026, KML, 1
1027, 7281, 1
1028, Takeout, 1
1029, UMD, 1
1030, Music, 15
1031, learning, 10
1032, Dailymail, 1
1033, Events, 13
1034, Sitemaps, 1
1035, Play, 4
1036, Bigtable, 1
1037, Cutts, 1
1038, Maker, 2
1039, Varian, 1
1040, Updater, 1
1041, Groups, 3
1042, systems, 10
1043, engine, 4
1044, Kumar, 1
1045, Adams, 2
1046, dates, 25
1047, BigQuery, 1
1048, Goojje, 1
1049, Kamangar, 1
1050, 3910767, 1
1051, News, 14
1052, CS, 2
1053, former, 33
1054, Daydream, 1
1055, Secretary, 5
1056, main, 34
1057, Custom, 1
1058, Archive, 14
1059, indefinitely, 6
1060, Chromecast, 1
1061, Ann, 6
1062, Sunroof, 1
1063, engineering, 10
1064, Other, 29
1065, replaced, 19
1066, revisited, 1
1067, hdl, 1
1068, Open, 7
1069, spotlight, 2
1070, Chromebook, 1
1071, City, 27
1072, it, 55
1073, MapReduce, 1
1074, Tim, 5
1075, Lunar, 1
1076, peopleIndian, 1
1077, Larry, 1
1078, Easter, 4
1079, Motorola, 1
1080, media, 32
1081, Zagat, 1
1082, speech, 14
1083, Jaiku, 1
1084, Bloomberg, 2
1085, 9, 46
1086, Directory, 4
1087, Inventor, 1
1088, development, 20
1089, http, 14
1090, I, 45
1091, Creator, 1
1092, reporting, 2
1093, evil, 5
1094, VP, 2
1095, Wallet, 1
1096, Accelerator, 1
1097, Domains, 1
1098, Salar, 1
1099, EnglishUse, 1
1100, shortly, 13
1101, Technology, 9
1102, 805123815, 1
1103, It, 50
1104, Honors, 2
1105, States, 32
1106, academic, 8
1107, Kara, 2
1108, position, 23
1109, reward, 5
1110, left, 36
1111, Roorkee, 1
1112, Category, 19
1113, United, 28
1114, Console, 1
1115, just, 22
1116, NAE, 1
1117, being, 38
1118, Buzz, 1
1119, Hennessy, 1
1120, Forms, 2
1121, Pichette, 1
1122, MachineryMembers, 1
1123, BS, 1
1124, followed, 25
1125, Eustace, 2
1126, reality, 6
1127, HindusGoogle, 1
1128, discipline, 11
1129, alum, 1
1130, Google's, 1
1131, recommending, 1
1132, JhansiAmerican, 1
1133, source, 20
1134, Censorship, 4
1135, Doodle4Google, 1
1136, Minnesota's, 1
1137, Inbox, 1
1138, 2017All, 14
1139, Eighth, 3
1140, gave, 28
1141, Krishna, 1
1142, complaint, 1
1143, Labeler, 1
1144, iOS, 1
1145, wayback, 9
1146, Project, 6
1147, AJAX, 1
1148, celebrates, 1
1149, Algorithms, 4
1150, T, 36
1151, Bomb, 1
1152, SVP, 1
1153, Adscape, 1
1154, Art, 25
1155, d, 34
1156, success, 19
1157, Nexus, 1
1158, 50, 28
1159, Calico, 1
1160, Ara, 1
1161, London, 30
1162, t, 48
1163, Overview, 5
1164, served, 22
1165, Hummingbird, 1
1166, Ithaca, 3
1167, Archived, 20
1168, GWS, 1
1169, people, 35
1170, Reader, 2
1171, alumniAmerican, 1
1172, Googleplex, 1
1173, Offers, 1
1174, 111, 14
1175, Editor, 1
1176, X, 23
1177, Mars, 4
1178, New, 38
1179, harassment, 3
1180, newsletter, 1
1181, Friend, 1
1182, Fiber, 1
1183, Answers, 3
1184, pioneer, 6
1185, passion, 2
1186, Outreach, 2
1187, Cardboard, 1
1188, Projects, 1
1189, Loon, 1
1190, core, 13
1191, 2017Articles, 11
1192, Instant, 1
1193, Jeff, 2
1194, Algorithm, 2
1195, engineers1960s, 1
1196, O, 15
1197, Times, 14
1198, Storage, 1
1199, post, 17
1200, Etherington, 1
1201, StatesUniversity, 1
1202, First, 33
1203, about, 43
1204, Fair, 3
1205, getting, 3
1206, Abstract, 2
1207, Picnik, 1
1208, Goggles, 1
1209, Americans, 6
1210, Cardie, 1
1211, Singhal's, 1
1212, Images, 3
1213, Avenue, 2
1214, Calendar, 3
1215, After, 45
1216, book, 20
1217, Currents, 2
1218, software, 5
1219, credible, 1
1220, Knowledge, 7
1221, Contacts, 2
1222, previously, 14
1223, Graph, 2
1224, Alerts, 1
1225, Patrick, 8
1226, Flights, 1
1227, Caja, 1
1228, involvement, 10
1229, Vault, 3
1230, Doodles, 1
1231, Ruth, 1
1232, Store, 3
1233, Whetstone, 1
1234, Finance, 5
1235, Assistant, 1
1236, alleged, 8
1237, Bachelor, 1
1238, AdSense, 1
1239, Coverage, 1
1240, Portal, 13
1241, recruited, 5
1242, head, 21
1243, Compute, 1
1244, Aardvark, 1
1245, Appliance, 1
1246, Kurzweil, 1
1247, Wave, 1
1248, DNS, 1
1249, info, 7
1250, Bell, 3
1251, Streets, 4
1252, up, 38
1253, TechCrunch, 1
1254, Gadgets, 1
1255, Sergey, 2
1256, Engineering, 5
1257, TV, 6
1258, Brin, 1
1259, uk, 6
1260, dmy, 23
1261, problem, 10
1262, Alison, 1
1263, Closure, 2
1264, marketplace, 3
1265, Allo, 1
1266, Squared, 1
1267, fellow, 7
1268, Blog, 3
1269, How, 11
1270, Chromebox, 1
1271, education, 19
1272, Real, 7
1273, Map, 12
1274, 49, 28
1275, retiring, 1
1276, Griswold, 1
1277, 2000, 30
1278, Knol, 1
1279, Dart, 1
1280, Slides, 1
1281, Shirley, 4
1282, digital, 3
1283, firm's, 1
1284, Achievement, 1
1285, At, 36
1286, February, 40
1287, AI, 2
1288, Year, 13
1289, Drive, 1
1290, resign, 5
1291, Liberation, 9
1292, April, 38
1293, journey, 4
1294, AT, 2
1295, CNN, 4
1296, Uttar, 1
1297, Page, 4
1298, e, 53
1299, algorithm, 2
1300, vice, 2
1301, age, 22
1302, Slide, 1
1303, Brain, 1
1304, As, 39
1305, 2001, 21
1306, 2006, 29
1307, Asian, 4
1308, Contributor, 1
1309, 2008, 30
1310, original, 32
1311, activated, 1
1312, four, 32
1313, consists, 6
1314, 1948, 9
1315, olEsperantoFran, 4
1316, bays, 2
1317, permanently, 9
1318, Western, 29
1319, Gamba, 1
1320, te, 9
1321, Organ, 3
1322, P, 23
1323, 1498, 3
1324, Triumph, 11
1325, 779641098, 1
1326, wooden, 4
1327, German, 53
1328, May, 40
1329, Augustinian, 2
1330, Parler, 3
1331, procession, 4
1332, surrounding, 10
1333, nr93031763, 1
1334, stands, 8
1335, Doppelfl, 1
1336, clock, 2
1337, kantor, 1
1338, current, 15
1339, churches, 12
1340, consisting, 8
1341, filled, 10
1342, Consecrated, 1
1343, 102, 14
1344, 38, 26
1345, 33, 26
1346, 32, 26
1347, 31, 33
1348, 37, 29
1349, 36, 27
1350, 35, 24
1351, 34, 26
1352, Riefenstahl's, 6
1353, military, 31
1354, 1935, 15
1355, Parish, 3
1356, coelestis, 1
1357, market, 11
1358, Status, 5
1359, use, 37
1360, earliest, 9
1361, Altar, 3
1362, Leni, 8
1363, contains, 9
1364, arms, 22
1365, unadorned, 1
1366, music, 14
1367, Frauenkirche, 6
1368, Subba, 2
1369, Fl, 1
1370, midday, 1
1371, 39, 27
1372, porch, 1
1373, Markus, 6
1374, St, 31
1375, downtown, 1
1376, V, 36
1377, town, 23
1378, Bourdon, 2
1379, arches, 1
1380, nine, 12
1381, Our, 13
1382, example, 25
1383, Hitler, 16
1384, portals, 1
1385, figure, 15
1386, Trompette, 1
1387, high, 35
1388, Quinte, 2
1389, slenskaItalianoNederlandsPolski, 1
1390, ceremony, 8
1391, means, 18
1392, drummer, 2
1393, place, 33
1394, pogrom, 3
1395, III, 38
1396, fa, 4
1397, Roman, 44
1398, aisles, 1
1399, arch, 5
1400, All, 23
1401, sculptures, 7
1402, Laity, 1
1403, One, 29
1404, Middle, 28
1405, so, 36
1406, Catholic, 32
1407, narthex, 1
1408, displayed, 5
1409, installed, 7
1410, including, 42
1411, Interior, 9
1412, electors, 8
1413, Adolf, 22
1414, 24, 37
1415, 25, 40
1416, 29, 38
1417, Director, 4
1418, platform, 5
1419, Christkindlesmarkt, 2
1420, them, 39
1421, Organist, 1
1422, Bamberg, 9
1423, Positiv, 1
1424, 4224096, 1
1425, scene, 8
1426, Rome, 22
1427, Adam, 11
1428, Gemshorn, 2
1429, BavariaImperial, 1
1430, hall, 11
1431, niches, 1
1432, tgedeckt, 1
1433, Functional, 4
1434, Wenceslas, 4
1435, side, 25
1436, Nasard, 1
1437, house, 20
1438, aids, 1
1439, rosettes, 2
1440, special, 17
1441, shown, 19
1442, Elizabeth, 13
1443, Holy, 41
1444, Downtown, 2
1445, re, 21
1446, Beginning, 10
1447, Architecture, 15
1448, crowned, 9
1449, wanted, 27
1450, language, 45
1451, propaganda, 16
1452, Gothic, 12
1453, purpose, 17
1454, 1349, 3
1455, 454, 2
1456, features, 9
1457, Administration, 7
1458, reflected, 6
1459, Blockfl, 2
1460, Black, 20
1461, such, 40
1462, Denomination, 3
1463, electronic, 5
1464, jambs, 1
1465, jeu, 2
1466, Frau, 1
1467, 1506, 5
1468, final, 19
1469, baptized, 2
1470, Tucher, 1
1471, seated, 2
1472, coats, 2
1473, architect, 11
1474, Peter, 33
1475, _Nuremberg, 2
1476, Quintade, 2
1477, Geigenprincipal, 1
1478, relatively, 15
1479, Then, 8
1480, built, 17
1481, Jewish, 17
1482, Pastor, 3
1483, mechanism, 2
1484, interior, 7
1485, projects, 46
1486, Gallery, 6
1487, Rauschpfeife, 1
1488, cathedrals, 3
1489, Cromorne, 1
1490, Bonn, 5
1491, neighboring, 7
1492, Emperors, 8
1493, Scharff, 2
1494, IV's, 3
1495, occasion, 3
1496, sequence, 4
1497, fact, 21
1498, Principal, 5
1499, reliquaries, 1
1500, supported, 21
1501, Coordinates, 12
1502, octaviante, 1
1503, based, 24
1504, Klais, 1
1505, Posaune, 2
1506, Octave, 1
1507, Groundbreaking, 2
1508, columns, 7
1509, monuments, 4
1510, tracery, 2
